Gender,Age,Income,Employment_Type,Employment_Years,Education,Marital_Status,Dependents,Occupation,Residence_Type,Credit_History,Existing_Loans,Payment_History,Annual_Income,Loan_Amount,Loan_Purpose,Approved
Male,67,5579.0,Salaried,24.0,Graduate,Married,0,Sales,Rented,Bad,0,Frequent Delays,71145.0,32000.0,Education,0
Male,62,16148.0,Salaried,2.0,Graduate,Married,0,Business Owner,Mortgaged,Good,2,No Delays,191124.0,90000.0,Personal,1
Male,38,3825.0,Salaried,19.0,High School,Married,2,Sales,Rented,Good,0,No Delays,43321.0,59000.0,Business,1
Female,35,9907.0,Self-Employed,6.0,Graduate,Married,0,Engineer,Mortgaged,None,1,No Delays,118182.0,307000.0,Home,1
Male,54,4350.0,Retired,32.0,Graduate,Married,1,Manager,Owned,Good,0,Occasional Delays,51342.0,28000.0,Personal,1
Male,62,9052.0,Salaried,11.0,Graduate,Married,0,Business Owner,Rented,Good,0,No Delays,108127.0,117000.0,Business,1
Male,49,4934.0,Salaried,18.0,High School,Married,3,Sales,Owned,Good,1,Occasional Delays,55425.0,7000.0,Personal,1
Female,53,5848.0,Salaried,15.0,High School,Married,2,Clerk,Owned,None,1,No Delays,67650.0,35000.0,Personal,1
Female,34,8795.0,Salaried,16.0,Post-Graduate,Widowed,2,Engineer,Mortgaged,Good,1,No Delays,101469.0,44000.0,Personal,1
Male,52,4550.0,Salaried,19.0,High School,Married,1,Sales,Mortgaged,Good,0,No Delays,57558.0,30000.0,Car,1
Male,66,10137.0,Self-Employed,14.0,Graduate,Married,2,Manager,Owned,Good,0,No Delays,125152.0,222000.0,Home,1
Female,28,1058.0,Unemployed,0.0,High School,Single,0,Clerk,Owned,Bad,0,Frequent Delays,10000.0,1000.0,Personal,0
Male,38,4794.0,Retired,15.0,High School,Married,0,Clerk,Owned,Bad,0,Occasional Delays,52948.0,178000.0,Home,0
Female,69,6229.0,Salaried,1.0,High School,Married,0,Sales,Mortgaged,Good,2,No Delays,75578.0,136000.0,Home,1
Female,43,4437.0,Retired,22.0,High School,Single,1,Sales,Owned,Good,1,No Delays,52602.0,27000.0,Education,1
Male,21,5637.0,Self-Employed,1.0,Post-Graduate,Single,1,Engineer,Owned,Bad,0,Frequent Delays,64093.0,202000.0,Home,0
Male,51,3925.0,Salaried,24.0,High School,Married,1,Others,Owned,Good,2,No Delays,47911.0,22000.0,Car,1
Female,69,11716.0,Salaried,1.0,Post-Graduate,Married,0,Engineer,Rented,None,0,No Delays,144211.0,24000.0,Car,1
Male,65,4491.0,Self-Employed,18.0,Graduate,Married,1,Clerk,Mortgaged,Good,1,Occasional Delays,56763.0,25000.0,Education,1
Male,35,14919.0,Salaried,8.0,Graduate,Single,2,Manager,Owned,Good,0,No Delays,182616.0,99000.0,Personal,1
Female,57,5970.0,Salaried,8.0,Graduate,Married,1,Clerk,Rented,Good,1,No Delays,75627.0,24000.0,Personal,1
Female,52,10331.0,Salaried,12.0,Graduate,Single,2,Engineer,Owned,Bad,0,Frequent Delays,119078.0,124000.0,Business,0
Female,58,4927.0,Salaried,5.0,Graduate,Married,0,Clerk,Rented,Good,0,No Delays,58173.0,19000.0,Personal,1
Female,46,5700.0,Salaried,14.0,High School,Single,2,Sales,Rented,Good,0,No Delays,71689.0,119000.0,Home,1
Male,69,4166.0,Retired,29.0,Graduate,Single,1,Engineer,Owned,Good,0,No Delays,46895.0,78000.0,Business,1
Male,46,13135.0,Self-Employed,17.0,Post-Graduate,Single,0,Business Owner,Owned,Good,0,No Delays,160269.0,261000.0,Business,1
Female,55,12602.0,Self-Employed,6.0,Post-Graduate,Married,0,Manager,Mortgaged,Good,0,No Delays,149794.0,90000.0,Personal,1
Female,59,8229.0,Salaried,25.0,Post-Graduate,Single,1,Engineer,Owned,Good,0,No Delays,99124.0,39000.0,Car,1
Male,38,8856.0,Self-Employed,10.0,Graduate,Married,2,Manager,Rented,Bad,1,Frequent Delays,101314.0,48000.0,Car,0
Female,59,11320.0,Salaried,7.0,Graduate,Married,1,Business Owner,Rented,Good,0,No Delays,137225.0,28000.0,Personal,1
Male,30,11365.0,Salaried,5.0,Graduate,Married,0,Manager,Owned,Bad,1,Occasional Delays,132957.0,58000.0,Personal,0
Male,66,11034.0,Salaried,7.0,Graduate,Married,2,Manager,Rented,Good,0,No Delays,133473.0,57000.0,Car,1
Male,58,5254.0,Salaried,1.0,High School,Married,1,Sales,Mortgaged,Good,2,No Delays,63933.0,35000.0,Education,1
Male,34,6769.0,Salaried,15.0,Graduate,Single,1,Engineer,Rented,Good,2,No Delays,84804.0,44000.0,Education,1
Male,26,4363.0,Salaried,6.0,High School,Married,1,Clerk,Owned,None,0,No Delays,50933.0,172000.0,Home,0
Male,58,6745.0,Salaried,9.0,Graduate,Single,0,Clerk,Rented,Bad,1,Frequent Delays,79178.0,129000.0,Business,0
Male,18,8079.0,Salaried,1.0,Post-Graduate,Single,1,Engineer,Rented,Good,0,No Delays,97192.0,158000.0,Business,1
Female,19,1189.0,Unemployed,0.0,High School,Married,0,Clerk,Rented,Bad,2,Occasional Delays,19156.0,31000.0,Home,0
Female,65,6284.0,Salaried,16.0,High School,Married,3,Sales,Rented,Good,1,No Delays,72542.0,38000.0,Car,1
Female,46,4056.0,Self-Employed,6.0,High School,Divorced,1,Others,Owned,Good,0,No Delays,47564.0,61000.0,Business,1
Female,50,10811.0,Salaried,21.0,Post-Graduate,Married,1,Engineer,Rented,Good,0,No Delays,129053.0,128000.0,Business,1
Male,27,2880.0,Salaried,7.0,Graduate,Widowed,1,Sales,Rented,Good,0,No Delays,35336.0,57000.0,Home,1
Male,67,3458.0,Unemployed,0.0,Graduate,Single,3,Clerk,Rented,Good,0,Occasional Delays,42324.0,19000.0,Personal,1
Female,57,12112.0,Salaried,6.0,Post-Graduate,Single,2,Manager,Rented,Bad,1,Frequent Delays,144159.0,38000.0,Personal,0
Male,38,12363.0,Salaried,3.0,Post-Graduate,Single,1,Manager,Owned,Good,0,No Delays,143651.0,48000.0,Personal,1
Female,45,8641.0,Self-Employed,2.0,Graduate,Single,2,Engineer,Rented,Bad,0,Frequent Delays,99105.0,44000.0,Personal,0
Male,28,3164.0,Salaried,2.0,Graduate,Married,1,Sales,Mortgaged,Good,0,No Delays,38924.0,66000.0,Business,1
Female,51,11051.0,Self-Employed,14.0,Graduate,Married,1,Business Owner,Rented,Good,0,Occasional Delays,133890.0,69000.0,Education,1
Male,25,7054.0,Salaried,3.0,Graduate,Single,0,Engineer,Rented,Bad,0,Frequent Delays,86316.0,94000.0,Business,0
Female,39,5386.0,Salaried,8.0,High School,Divorced,1,Clerk,Rented,Bad,1,Frequent Delays,67827.0,154000.0,Home,0
Male,25,9424.0,Salaried,4.0,Post-Graduate,Married,0,Manager,Mortgaged,None,0,No Delays,108265.0,24000.0,Education,1
Female,66,9641.0,Salaried,17.0,Graduate,Single,3,Engineer,Mortgaged,Good,1,No Delays,119629.0,269000.0,Home,1
Male,32,3028.0,Retired,14.0,High School,Single,0,Sales,Rented,Bad,0,Occasional Delays,35690.0,6000.0,Education,0
Female,34,7362.0,Self-Employed,15.0,Graduate,Single,3,Manager,Owned,Bad,0,Frequent Delays,92187.0,54000.0,Education,0
Female,40,3475.0,Salaried,0.0,High School,Single,1,Others,Mortgaged,Good,1,No Delays,42614.0,53000.0,Business,1
Male,41,4421.0,Salaried,3.0,High School,Single,1,Sales,Rented,Good,0,Occasional Delays,53534.0,9000.0,Personal,1
Female,62,15535.0,Self-Employed,17.0,Graduate,Married,1,Business Owner,Rented,Good,0,No Delays,184691.0,51000.0,Education,1
Female,36,3640.0,Salaried,7.0,High School,Single,0,Others,Mortgaged,Good,1,No Delays,45367.0,17000.0,Personal,1
Male,22,2743.0,Salaried,3.0,Graduate,Married,0,Sales,Rented,Good,0,No Delays,33308.0,85000.0,Home,1
Female,49,4479.0,Salaried,15.0,Graduate,Widowed,0,Clerk,Owned,None,0,No Delays,49037.0,77000.0,Home,1
Female,61,5977.0,Salaried,20.0,High School,Married,1,Sales,Mortgaged,Good,1,No Delays,75718.0,44000.0,Personal,1
Female,18,8818.0,Self-Employed,0.0,Post-Graduate,Divorced,1,Engineer,Rented,Bad,1,Frequent Delays,109241.0,26000.0,Personal,0
Male,40,2172.0,Unemployed,0.0,High School,Single,2,Sales,Rented,Good,0,No Delays,21471.0,11000.0,Business,1
Male,54,6720.0,Salaried,19.0,Graduate,Married,0,Clerk,Owned,Good,0,No Delays,76333.0,11000.0,Education,1
Female,25,13678.0,Salaried,4.0,Graduate,Married,0,Business Owner,Rented,Good,0,No Delays,160305.0,201000.0,Business,1
Female,30,2384.0,Salaried,4.0,High School,Single,1,Others,Owned,Good,0,No Delays,32231.0,5000.0,Personal,1
Male,25,2972.0,Salaried,4.0,High School,Single,3,Others,Rented,Bad,1,Frequent Delays,38446.0,5000.0,Car,0
Female,40,3708.0,Salaried,18.0,Graduate,Married,2,Sales,Rented,None,2,No Delays,48670.0,110000.0,Home,1
Male,60,8105.0,Self-Employed,22.0,Post-Graduate,Married,1,Manager,Mortgaged,Good,2,Occasional Delays,95304.0,39000.0,Personal,1
Male,18,4077.0,Salaried,0.0,High School,Married,1,Clerk,Rented,Bad,0,Frequent Delays,49454.0,8000.0,Personal,0
Male,62,7029.0,Salaried,17.0,Graduate,Married,0,Engineer,Rented,Good,0,Occasional Delays,84340.0,22000.0,Car,1
Male,68,5719.0,Salaried,18.0,Graduate,Married,3,Clerk,Rented,Good,1,No Delays,67552.0,158000.0,Home,1
Female,41,9395.0,Salaried,10.0,Post-Graduate,Single,1,Engineer,Rented,Good,0,No Delays,114710.0,21000.0,Personal,1
Male,52,6467.0,Salaried,2.0,Graduate,Single,0,Engineer,Owned,Good,1,No Delays,75916.0,27000.0,Education,1
Female,41,5272.0,Self-Employed,7.0,Graduate,Single,1,Clerk,Mortgaged,Good,1,Occasional Delays,62582.0,9000.0,Personal,1
Female,34,5713.0,Salaried,9.0,Graduate,Single,0,Clerk,Rented,Good,2,No Delays,65244.0,104000.0,Home,1
Female,22,8284.0,Self-Employed,4.0,Graduate,Widowed,3,Manager,Owned,Good,0,No Delays,94875.0,241000.0,Home,1
Male,37,6560.0,Salaried,19.0,Post-Graduate,Married,0,Engineer,Owned,Bad,0,Occasional Delays,83257.0,19000.0,Personal,0
Male,38,3219.0,Salaried,8.0,High School,Married,1,Others,Rented,Good,1,No Delays,36050.0,5000.0,Education,1
Female,57,16217.0,Salaried,7.0,Graduate,Single,0,Manager,Owned,Good,1,No Delays,196883.0,462000.0,Home,1
Female,48,7664.0,Salaried,10.0,Post-Graduate,Married,2,Engineer,Owned,Good,2,No Delays,91475.0,51000.0,Education,1
Male,63,8245.0,Salaried,15.0,Post-Graduate,Single,2,Engineer,Rented,Bad,0,Frequent Delays,98661.0,291000.0,Home,0
Female,53,12679.0,Salaried,6.0,Post-Graduate,Single,1,Manager,Mortgaged,Bad,1,Frequent Delays,152519.0,77000.0,Car,0
Female,28,8760.0,Self-Employed,7.0,Graduate,Single,1,Manager,Rented,Bad,1,Frequent Delays,109323.0,59000.0,Personal,0
Female,69,10079.0,Self-Employed,28.0,Graduate,Married,2,Business Owner,Owned,Good,0,Occasional Delays,123489.0,218000.0,Business,1
Female,32,6244.0,Salaried,4.0,Graduate,Married,0,Engineer,Owned,Good,1,No Delays,79797.0,38000.0,Education,1
Female,36,9154.0,Salaried,16.0,Graduate,Married,0,Engineer,Rented,Bad,1,Frequent Delays,106334.0,43000.0,Car,0
Male,24,4438.0,Salaried,5.0,High School,Married,0,Clerk,Owned,Good,0,No Delays,57864.0,16000.0,Personal,1
Female,68,7238.0,Salaried,14.0,Graduate,Divorced,3,Clerk,Rented,Good,0,No Delays,91405.0,17000.0,Personal,1
Female,45,5716.0,Salaried,7.0,Graduate,Single,0,Clerk,Owned,Good,1,No Delays,73175.0,32000.0,Personal,1
Male,68,4277.0,Retired,21.0,High School,Single,2,Sales,Mortgaged,Good,0,No Delays,56094.0,101000.0,Business,1
Male,60,11059.0,Salaried,1.0,Graduate,Single,1,Manager,Rented,Good,2,No Delays,131457.0,44000.0,Personal,1
Male,22,5078.0,Salaried,4.0,Graduate,Married,0,Sales,Owned,Good,0,No Delays,63995.0,30000.0,Education,1
Female,22,10237.0,Salaried,4.0,Post-Graduate,Widowed,0,Manager,Mortgaged,Good,0,No Delays,120347.0,300000.0,Home,1
Female,47,3826.0,Salaried,5.0,High School,Single,0,Sales,Owned,Good,3,No Delays,48767.0,15000.0,Personal,1
Male,49,6179.0,Self-Employed,28.0,High School,Divorced,1,Sales,Rented,None,2,No Delays,76203.0,23000.0,Personal,1
Female,25,9611.0,Salaried,4.0,Graduate,Married,0,Engineer,Mortgaged,Good,0,No Delays,110731.0,278000.0,Home,1
Male,27,2350.0,Salaried,3.0,High School,Single,0,Others,Rented,Good,1,No Delays,27582.0,8000.0,Education,1
Female,55,12749.0,Self-Employed,0.0,Graduate,Married,2,Business Owner,Rented,Good,0,No Delays,149527.0,71000.0,Personal,1
Female,64,8329.0,Salaried,28.0,Graduate,Married,3,Engineer,Rented,Good,0,No Delays,103376.0,169000.0,Business,1
Female,49,4464.0,Self-Employed,17.0,High School,Widowed,0,Others,Owned,Good,0,No Delays,55753.0,182000.0,Home,1
Male,65,5446.0,Salaried,14.0,Graduate,Single,0,Sales,Owned,Good,0,No Delays,65262.0,14000.0,Education,1
Male,45,8024.0,Salaried,22.0,Graduate,Married,0,Business Owner,Rented,Good,1,No Delays,100407.0,167000.0,Business,1
Male,34,5168.0,Self-Employed,9.0,Graduate,Single,1,Engineer,Rented,Good,1,No Delays,61525.0,17000.0,Personal,1
Male,48,7597.0,Salaried,2.0,Post-Graduate,Married,2,Engineer,Owned,Bad,3,Frequent Delays,92215.0,23000.0,Education,0
Female,25,12031.0,Salaried,4.0,Post-Graduate,Married,0,Manager,Owned,Good,1,No Delays,145524.0,210000.0,Business,1
Female,57,5932.0,Salaried,23.0,Graduate,Married,0,Sales,Mortgaged,Good,0,No Delays,74795.0,19000.0,Personal,1
Female,42,12110.0,Salaried,12.0,Graduate,Married,2,Manager,Mortgaged,Good,1,Occasional Delays,144444.0,18000.0,Personal,1
Female,26,5560.0,Self-Employed,7.0,Graduate,Married,1,Clerk,Rented,None,3,No Delays,64115.0,18000.0,Car,1
Female,19,3237.0,Retired,1.0,Post-Graduate,Divorced,0,Manager,Mortgaged,Good,1,No Delays,42696.0,20000.0,Car,1
Female,32,1187.0,Unemployed,0.0,Graduate,Single,1,Engineer,Rented,Bad,1,Frequent Delays,13194.0,3000.0,Education,0
Female,67,7274.0,Self-Employed,21.0,Graduate,Married,0,Clerk,Owned,Good,2,Occasional Delays,82737.0,228000.0,Home,1
Female,20,7945.0,Salaried,0.0,Post-Graduate,Single,0,Engineer,Owned,Good,0,No Delays,90719.0,39000.0,Education,1
Male,66,6908.0,Salaried,28.0,High School,Married,2,Sales,Owned,Good,1,No Delays,87338.0,259000.0,Home,1
Male,53,7565.0,Salaried,1.0,Post-Graduate,Married,2,Engineer,Mortgaged,Good,2,Occasional Delays,93065.0,307000.0,Home,0
Male,21,3143.0,Salaried,0.0,High School,Married,1,Clerk,Rented,Good,3,Occasional Delays,35017.0,11000.0,Education,1
Female,31,4590.0,Salaried,0.0,Graduate,Married,3,Clerk,Rented,Good,0,No Delays,57790.0,11000.0,Car,1
Female,58,4833.0,Retired,32.0,Graduate,Widowed,1,Engineer,Owned,Good,1,No Delays,58788.0,54000.0,Business,1
Male,58,16551.0,Salaried,12.0,Post-Graduate,Single,2,Manager,Rented,Good,1,No Delays,202530.0,64000.0,Personal,1
Female,42,7617.0,Salaried,0.0,Post-Graduate,Married,1,Engineer,Rented,Good,0,No Delays,96063.0,44000.0,Personal,1
Female,67,5811.0,Salaried,11.0,Graduate,Married,2,Clerk,Mortgaged,Bad,1,Occasional Delays,71948.0,110000.0,Home,0
Male,27,4128.0,Self-Employed,3.0,Graduate,Single,3,Clerk,Owned,Bad,0,Frequent Delays,49441.0,105000.0,Home,0
Male,38,5085.0,Self-Employed,19.0,Graduate,Single,0,Sales,Rented,Good,0,Occasional Delays,62019.0,190000.0,Home,1
Female,53,9849.0,Self-Employed,20.0,Post-Graduate,Divorced,3,Engineer,Owned,None,0,No Delays,121795.0,167000.0,Business,1
Male,29,12388.0,Salaried,4.0,Graduate,Divorced,2,Manager,Rented,Good,1,No Delays,150778.0,447000.0,Home,1
Female,44,9647.0,Self-Employed,7.0,Graduate,Divorced,2,Manager,Rented,Good,0,No Delays,111363.0,173000.0,Business,1
Male,57,4458.0,Salaried,26.0,High School,Widowed,0,Sales,Owned,Good,0,No Delays,55784.0,27000.0,Personal,1
Female,19,3986.0,Retired,1.0,Graduate,Single,2,Engineer,Rented,Good,0,No Delays,50753.0,145000.0,Home,1
Female,30,14140.0,Salaried,10.0,Graduate,Married,2,Manager,Owned,Good,0,No Delays,166247.0,396000.0,Home,1
Female,49,7409.0,Salaried,2.0,Graduate,Married,0,Engineer,Mortgaged,Good,0,No Delays,85002.0,50000.0,Personal,1
Female,48,3938.0,Salaried,5.0,High School,Married,3,Sales,Owned,Good,0,No Delays,51895.0,20000.0,Car,1
Male,33,10136.0,Self-Employed,11.0,Post-Graduate,Married,0,Manager,Rented,Good,1,No Delays,126316.0,96000.0,Business,1
Male,49,4343.0,Salaried,12.0,High School,Married,0,Others,Mortgaged,Bad,1,Frequent Delays,53307.0,13000.0,Education,0
Male,49,3886.0,Retired,26.0,Graduate,Married,1,Clerk,Rented,Bad,0,Occasional Delays,43090.0,19000.0,Personal,0
Female,51,15811.0,Salaried,18.0,Post-Graduate,Married,1,Manager,Rented,Good,0,No Delays,194132.0,109000.0,Education,1
Female,28,4665.0,Salaried,1.0,Graduate,Single,1,Sales,Rented,Good,1,No Delays,59026.0,11000.0,Car,1
Female,27,3623.0,Salaried,7.0,High School,Married,0,Sales,Owned,Good,0,No Delays,43410.0,26000.0,Business,1
Male,32,3308.0,Salaried,0.0,Graduate,Married,3,Clerk,Rented,Good,3,No Delays,36050.0,19000.0,Personal,1
Male,34,7708.0,Salaried,6.0,Post-Graduate,Married,0,Engineer,Rented,Good,1,No Delays,93969.0,52000.0,Education,1
Male,57,11883.0,Salaried,11.0,Graduate,Single,0,Manager,Mortgaged,Good,0,Occasional Delays,146000.0,35000.0,Personal,1
Male,35,9860.0,Self-Employed,9.0,Post-Graduate,Married,0,Engineer,Mortgaged,Good,0,No Delays,117214.0,34000.0,Education,1
Female,26,5680.0,Salaried,3.0,High School,Single,1,Sales,Rented,Good,1,No Delays,71192.0,201000.0,Home,1
Male,42,2183.0,Unemployed,0.0,Graduate,Married,3,Business Owner,Rented,None,0,No Delays,24159.0,6000.0,Education,1
Male,57,6691.0,Salaried,18.0,Graduate,Married,1,Sales,Mortgaged,Bad,0,Occasional Delays,78334.0,42000.0,Car,0
Female,31,5589.0,Self-Employed,5.0,Post-Graduate,Married,2,Engineer,Rented,Good,0,No Delays,69041.0,11000.0,Personal,1
Male,42,3679.0,Salaried,24.0,High School,Single,0,Clerk,Owned,Good,1,No Delays,46287.0,73000.0,Home,1
Male,67,10794.0,Salaried,30.0,Post-Graduate,Married,1,Manager,Rented,None,1,No Delays,131458.0,101000.0,Business,1
Female,39,7462.0,Salaried,8.0,Graduate,Married,1,Engineer,Mortgaged,Good,0,No Delays,86276.0,21000.0,Education,1
Male,69,10771.0,Salaried,19.0,Graduate,Married,1,Engineer,Rented,Good,1,Occasional Delays,132122.0,228000.0,Home,1
Female,47,4781.0,Retired,24.0,High School,Married,0,Clerk,Rented,Good,0,No Delays,57712.0,8000.0,Education,1
Female,37,9609.0,Salaried,4.0,Post-Graduate,Married,1,Engineer,Owned,Good,1,No Delays,115419.0,55000.0,Personal,1
Female,38,5254.0,Salaried,12.0,High School,Married,1,Clerk,Mortgaged,Bad,0,Frequent Delays,61129.0,11000.0,Personal,0
Male,61,3269.0,Retired,23.0,Graduate,Single,2,Business Owner,Rented,Good,1,No Delays,42030.0,23000.0,Personal,1
Female,49,4254.0,Salaried,1.0,High School,Single,1,Clerk,Rented,Good,3,No Delays,55510.0,54000.0,Business,1
Male,68,12671.0,Self-Employed,17.0,Post-Graduate,Married,0,Business Owner,Owned,Good,0,No Delays,154579.0,67000.0,Education,1
Male,63,15549.0,Salaried,20.0,Graduate,Married,1,Business Owner,Owned,Good,0,Occasional Delays,186456.0,148000.0,Business,1
Male,66,5585.0,Self-Employed,0.0,Graduate,Married,0,Clerk,Rented,Good,0,Occasional Delays,63549.0,126000.0,Home,1
Female,38,3202.0,Salaried,20.0,High School,Single,2,Others,Mortgaged,Bad,0,Frequent Delays,34505.0,43000.0,Business,0
Male,52,8109.0,Salaried,11.0,Graduate,Single,1,Engineer,Rented,Good,0,No Delays,100302.0,38000.0,Personal,1
Male,49,5994.0,Salaried,9.0,Graduate,Married,0,Clerk,Owned,Good,1,No Delays,70459.0,34000.0,Personal,1
Female,47,3074.0,Retired,16.0,Post-Graduate,Single,3,Manager,Rented,Good,2,No Delays,41231.0,20000.0,Personal,1
Male,56,8624.0,Salaried,27.0,Post-Graduate,Married,1,Manager,Owned,Good,0,Occasional Delays,108402.0,47000.0,Personal,1
Male,66,5182.0,Salaried,8.0,High School,Single,0,Sales,Owned,Good,1,No Delays,57900.0,139000.0,Home,1
Male,29,9598.0,Self-Employed,1.0,Graduate,Married,1,Engineer,Rented,Good,1,No Delays,116405.0,193000.0,Business,1
Male,58,5516.0,Retired,37.0,High School,Divorced,0,Sales,Mortgaged,Good,1,No Delays,61396.0,169000.0,Home,1
Male,64,8274.0,Self-Employed,23.0,Graduate,Single,2,Engineer,Owned,Good,0,No Delays,101072.0,352000.0,Home,1
Male,35,2075.0,Unemployed,0.0,High School,Married,2,Sales,Rented,Good,0,No Delays,23994.0,12000.0,Personal,1
Female,38,12265.0,Salaried,13.0,Graduate,Single,3,Manager,Owned,None,0,No Delays,147662.0,82000.0,Business,1
Male,30,14875.0,Salaried,10.0,Graduate,Married,1,Manager,Owned,Good,0,Occasional Delays,179240.0,384000.0,Home,1
Male,38,5368.0,Self-Employed,10.0,Graduate,Married,1,Engineer,Owned,Good,1,No Delays,68940.0,27000.0,Car,1
Female,25,14987.0,Self-Employed,0.0,Graduate,Married,2,Manager,Rented,Good,1,No Delays,182063.0,84000.0,Car,1
Male,63,11363.0,Salaried,3.0,Graduate,Married,0,Manager,Owned,Good,0,No Delays,137510.0,52000.0,Personal,1
Female,57,6347.0,Salaried,12.0,Graduate,Divorced,1,Sales,Rented,Good,0,No Delays,76006.0,37000.0,Personal,1
Male,63,4660.0,Self-Employed,6.0,High School,Single,1,Clerk,Owned,Good,2,No Delays,59023.0,51000.0,Business,1
Male,24,4204.0,Salaried,0.0,Graduate,Single,0,Clerk,Owned,Good,1,No Delays,54877.0,11000.0,Education,1
Male,40,4434.0,Salaried,12.0,High School,Divorced,1,Clerk,Owned,Good,2,No Delays,50226.0,6000.0,Personal,1
Male,61,6142.0,Salaried,0.0,Graduate,Married,2,Sales,Mortgaged,Good,0,No Delays,73755.0,29000.0,Car,1
Male,49,7392.0,Salaried,10.0,Graduate,Divorced,2,Engineer,Rented,Good,1,No Delays,92413.0,41000.0,Car,1
Male,28,5606.0,Self-Employed,5.0,Graduate,Married,0,Engineer,Mortgaged,Good,1,No Delays,70107.0,18000.0,Car,1
Male,39,4965.0,Salaried,19.0,High School,Married,0,Sales,Rented,Good,2,No Delays,56018.0,23000.0,Education,1
Male,39,10092.0,Self-Employed,2.0,Graduate,Married,0,Engineer,Rented,Bad,0,Frequent Delays,120190.0,193000.0,Home,0
Male,60,9965.0,Salaried,11.0,Post-Graduate,Married,2,Engineer,Rented,None,0,No Delays,119707.0,18000.0,Education,1
Male,42,15495.0,Salaried,4.0,Graduate,Divorced,0,Manager,Owned,Good,0,No Delays,182992.0,83000.0,Education,1
Male,39,15567.0,Self-Employed,8.0,Graduate,Married,2,Business Owner,Rented,Good,2,No Delays,189333.0,54000.0,Education,1
Male,45,5934.0,Salaried,25.0,Graduate,Single,0,Engineer,Rented,Good,2,Occasional Delays,73355.0,32000.0,Education,1
Female,46,4547.0,Salaried,25.0,High School,Single,1,Sales,Rented,Good,3,No Delays,53932.0,28000.0,Personal,1
Male,30,3962.0,Salaried,11.0,Graduate,Single,0,Sales,Rented,Good,3,No Delays,47061.0,76000.0,Business,1
Female,35,6525.0,Salaried,9.0,Graduate,Single,2,Engineer,Rented,Good,0,No Delays,75612.0,55000.0,Business,1
Female,19,3135.0,Salaried,0.0,High School,Single,0,Others,Mortgaged,Bad,0,Frequent Delays,38197.0,43000.0,Business,0
Male,46,5526.0,Self-Employed,4.0,High School,Married,1,Sales,Rented,Good,0,No Delays,70285.0,209000.0,Home,1
Female,38,3261.0,Self-Employed,4.0,High School,Married,0,Others,Rented,Good,0,No Delays,35376.0,108000.0,Home,1
Female,32,7086.0,Self-Employed,8.0,Graduate,Married,2,Manager,Rented,Bad,1,Frequent Delays,82448.0,125000.0,Business,0
Male,69,7470.0,Salaried,26.0,Post-Graduate,Married,2,Engineer,Mortgaged,Good,2,No Delays,91130.0,20000.0,Personal,1
Male,44,3248.0,Salaried,25.0,High School,Single,0,Others,Rented,Good,0,No Delays,40144.0,8000.0,Personal,1
Female,67,8742.0,Salaried,26.0,Graduate,Single,2,Engineer,Rented,Good,1,No Delays,109071.0,292000.0,Home,1
Female,48,5646.0,Salaried,19.0,High School,Single,1,Clerk,Owned,Good,2,No Delays,68591.0,32000.0,Education,1
Male,32,9920.0,Salaried,0.0,Post-Graduate,Married,0,Manager,Rented,Good,0,No Delays,122648.0,32000.0,Personal,1
Male,68,5093.0,Salaried,9.0,High School,Single,1,Others,Owned,Good,0,No Delays,64522.0,41000.0,Business,1
Male,40,2324.0,Unemployed,0.0,Graduate,Single,0,Engineer,Rented,Good,0,No Delays,32215.0,15000.0,Car,1
Male,41,8345.0,Salaried,20.0,Graduate,Married,2,Engineer,Mortgaged,Good,0,No Delays,102237.0,26000.0,Personal,1
Female,61,11345.0,Salaried,0.0,Graduate,Married,2,Manager,Mortgaged,Good,1,No Delays,136149.0,25000.0,Personal,1
Male,30,10449.0,Self-Employed,5.0,Graduate,Single,0,Engineer,Rented,Bad,0,Frequent Delays,121970.0,84000.0,Business,0
Male,39,4563.0,Salaried,15.0,Graduate,Married,1,Clerk,Mortgaged,Good,0,No Delays,58680.0,15000.0,Personal,1
Female,60,14790.0,Self-Employed,25.0,Graduate,Married,2,Business Owner,Owned,Good,3,Occasional Delays,180356.0,71000.0,Personal,1
Male,54,4905.0,Self-Employed,25.0,High School,Married,3,Sales,Mortgaged,Good,1,No Delays,56287.0,16000.0,Car,1
Male,50,3743.0,Retired,29.0,High School,Divorced,1,Others,Rented,Good,0,No Delays,45637.0,24000.0,Business,1
Female,20,3476.0,Salaried,2.0,Graduate,Single,3,Clerk,Rented,Good,3,No Delays,45135.0,7000.0,Car,1
Female,36,4578.0,Self-Employed,16.0,High School,Single,1,Clerk,Mortgaged,Bad,0,Frequent Delays,54866.0,114000.0,Home,0
Male,40,3596.0,Salaried,19.0,High School,Divorced,0,Sales,Mortgaged,Good,0,No Delays,42505.0,18000.0,Personal,1
Male,46,4242.0,Self-Employed,24.0,Graduate,Married,2,Clerk,Owned,Bad,1,Occasional Delays,53736.0,34000.0,Business,0
Male,47,11947.0,Salaried,12.0,Post-Graduate,Married,1,Business Owner,Rented,Bad,0,Frequent Delays,143739.0,377000.0,Home,0
Male,56,6742.0,Salaried,0.0,Graduate,Married,1,Sales,Owned,None,1,No Delays,76306.0,50000.0,Business,1
Male,61,4850.0,Salaried,24.0,High School,Married,1,Clerk,Mortgaged,Good,0,No Delays,59767.0,115000.0,Home,1
